time_of_day,track_name,artist_name
Morning,Faith,The Weeknd
Afternoon,STAY (with Justin Bieber),The Kid LAROI
Afternoon,Issues,Julia Michaels
Afternoon,Runaway (U & I),Galantis
Afternoon,God Save The Rave,Scooter
Afternoon,How Much Is The Fish?,Scooter
Afternoon,One (Always Hardcore),Scooter
Afternoon,Hyper Hyper,Scooter
Afternoon,My Gabber,Scooter
Afternoon,Rave & Shout,Scooter
Afternoon,FCK 2020,Scooter
Afternoon,C'est bleu - Remastered,Scooter
Afternoon,Constellations,Scooter
Afternoon,Groundhog Day,Scooter
Afternoon,Do Not Sit If You Can Dance,Scooter
Afternoon,Rave Witchers,FiNCH
Afternoon,Where The Beats... - Remastered,Scooter
Afternoon,Maria (I Like It Loud),Scooter
Afternoon,Berliner Luft,Scooter
Afternoon,Oi,Scooter
Afternoon,Bassdrum,Scooter
Afternoon,For Those About To Rave (with Timmy Trumpet) - LUNAX Remix,Scooter
Afternoon,Nessaja,Scooter
Afternoon,Techno Is Back,Scooter
Afternoon,Ti Sento,Scooter
Afternoon,Posse (I Need You On The Floor),Scooter
Afternoon,Weekend!,Scooter
Afternoon,Jumping All Over The World,Scooter
Afternoon,4 AM,Scooter
Afternoon,J'adore Hardcore,Scooter
Afternoon,Bora! Bora! Bora!,Scooter
Afternoon,Rave Teacher (Somebody Like Me),Scooter
Evening,Bada nakna,Samir & Viktor
Evening,Tattoo,Loreen
Evening,Baby Goodbye,E.M.D.
Evening,Amazing,Danny Saucedo
Evening,The Worrying Kind,The Ark
Evening,La Dolce Vita,After Dark
Evening,Växeln hallå,Janne Lucas
Evening,Mamma Mia - Radio Version,A*Teens
Evening,Floorfiller,A*Teens
Evening,Jalla dansa sawa,Behrang Miri
Evening,Fångad av en stormvind - Swedish Version,Carola
Evening,Satellit,Ted Gärdestad
Evening,Run To The Hills,Klara Hammarström
Evening,Voices,Tusse
Evening,Lay Your Love On Me,BWO
Afternoon,Upside Down,A*Teens
Afternoon,Blame It On The Disco,Alcazar
Afternoon,Lay Your Love On Me,BWO
Afternoon,Cara mia,Måns Zelmerlöw
Afternoon,The Worrying Kind,The Ark
Afternoon,Främling,Carola
Afternoon,Guld och gröna skogar,Hasse Andersson
Afternoon,Tusen och en natt,Charlotte Perrelli
Afternoon,Voices,Tusse
Afternoon,Satellit,Ted Gärdestad
Afternoon,Amazing,Danny Saucedo
Afternoon,Hero,Charlotte Perrelli
Afternoon,Busy Doin' Nothin',Ace Wilder
Afternoon,La Det Swinge,Bobbysocks
Afternoon,Run To The Hills,Klara Hammarström
Afternoon,Tattoo,Loreen
Afternoon,Jalla dansa sawa,Behrang Miri
Afternoon,Håll om mig,Nanne
Afternoon,You,Robin Stjernberg
Afternoon,Det gör ont,Lena Philipsson
Afternoon,Hold Me Closer,Cornelia Jakobs
Afternoon,Manboy,Eric Saade
Afternoon,Air,Marcus & Martinus
Afternoon,Kizunguzungu,SaRaha
Afternoon,Popular,Eric Saade
Afternoon,Alla flickor,Linda Bengtzing
Afternoon,Växeln hallå,Janne Lucas
Afternoon,Bada nakna,Samir & Viktor
Afternoon,Floorfiller,A*Teens
Afternoon,Kom och ta mig,Brandsta City Släckers
Afternoon,Begging,Anton Ewald
Afternoon,La Dolce Vita,After Dark
Afternoon,Shout It Out,David Lindgren
Afternoon,Let Your Spirit Fly,Jan Johansen
Afternoon,Euphoria - Single Version,Loreen
Afternoon,Kom,Timoteij
Afternoon,Mamma Mia - Radio Version,A*Teens
Evening,I Will Follow You into the Dark,Death Cab for Cutie
Evening,90-talet,WAHL
Evening,Hold Me Closer,Cornelia Jakobs
Evening,Anropar försvunnen,Hanna Hedlund
Evening,Crazy in Love,Jill Johnson
Evening,Temple of Love - Radio Edit,BWO
Evening,"Ring, Ring - Swedish Version",ABBA
Evening,Begging,Anton Ewald
Evening,Sean den förste Banan,Sean Banan
Evening,In The Club,Danny Saucedo
Evening,Upside Down,A*Teens
Evening,Oh My God!,The Moniker
Evening,Kom och ta mig,Brandsta City Släckers
Evening,Shout It Out,David Lindgren
Evening,Uptown Girl,Billy Joel
Evening,Never Say Goodbye,Bon Jovi
Evening,Hard to Say I'm Sorry - 2007 Remaster,Chicago
Evening,"Baby, Come To Me",Patti Austin
Evening,Hello,Lionel Richie
Evening,Tonight I Celebrate My Love,Peabo Bryson
Night,Turn Back The Clock,Johnny Hates Jazz
Night,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker
Night,What A Feeling,Irene Cara
Night,Woman - Remastered 2010,John Lennon
Night,Saving All My Love for You,Whitney Houston
Night,Arthur's Theme (Best That You Can Do),Christopher Cross
Night,You Win Again,Bee Gees
Night,One More Night - 2016 Remaster,Phil Collins
Night,Your Love Is King,Sade
Night,Eternal Flame,The Bangles
Night,True - Single Edit,Spandau Ballet
Night,Love Will Lead You Back,Taylor Dayne
Night,Baby Can I Hold You,Tracy Chapman
Afternoon,Not A Sinner Nor A Saint,Alcazar
Afternoon,Everyday,Mendez
Afternoon,Bra vibrationer,Kikki Danielsson
Afternoon,Genom Eld & Vatten - Spotify Singles,estraden
Afternoon,Fångad av en stormvind - Swedish Version,Carola
Afternoon,Vi kan gunga,Jimmy Jansson
Afternoon,Sean den förste Banan,Sean Banan
Afternoon,Crazy in Love,Jill Johnson
Afternoon,"Ring, Ring - Swedish Version",ABBA
Afternoon,Habibi,Dolly Style
Afternoon,Copacabanana,Sean Banan
Afternoon,Oh My God!,The Moniker
Afternoon,Move (Ensam) - Spotify Singles,B.Baby
Evening,La Det Swinge,Bobbysocks
Evening,Vem e som oss,Anis Don Demina
Evening,Evighet,Carola
Evening,Sing for Me,Andreas Johnson
Evening,Now I Know,Tennessee Tears
Evening,On My Way,Panetoz
Evening,Fuego,Eleni Foureira
Evening,Give Me Your Love,Fame
Morning,Kom hit om du törs,Anita Lindblom
Morning,Basket Case,Green Day
Afternoon,Basket Case,Green Day
Evening,Just nu,Tomas Ledin
Evening,Move (Ensam) - Spotify Singles,B.Baby
Evening,Everyday,Mendez
Evening,My Number One,Helena Paparizou
Evening,Bailá Bailá,Alvaro Estrella
Evening,Sun Is Shining,Axwell /\ Ingrosso
Evening,Levels - Radio Edit,Avicii
Night,Dancing Feet (feat. DNCE),Kygo
Night,Tricky Tricky,W&W
Morning,En dag,Tommy Nilsson
Afternoon,En dag,Tommy Nilsson
Afternoon,When I Come Around,Green Day
Afternoon,Love It When You Hate Me (feat. blackbear),Avril Lavigne
Afternoon,jawbreaker,mgk
Afternoon,Fuego,Eleni Foureira
Evening,My Way,Tone Sekelius
Evening,Right Here Right Now (My Heart Belongs to You),Agnes
Evening,Jag vill om du vågar,Pernilla Wahlgren
Night,RAMelia (Tribute To Amelia) [Mixed],RAM
Night,Northern Star,RAM
Night,Saving Light,Gareth Emery
Night,Northern Star (Mixed),RAM
Night,Saving Light (Mixed),Gareth Emery
Night,RAMexico (Mixed),RAM
Night,A Billion Stars Above (Mixed),RAM
Night,Man On The Run (Mixed),Dash Berlin
Night,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM
Night,For The One You Love (Mixed),Roger Shah
Night,Live Forever,Magnus Carlsson
Night,Sing for Me,Andreas Johnson
Night,Shout It Out,David Lindgren
Night,La Det Swinge,Bobbysocks
Night,Bra vibrationer,Kikki Danielsson
Night,I Can´t Go On,Robin Bengtsson
Night,Now I Know,Tennessee Tears
Night,You,Robin Stjernberg
Night,Run To The Hills,Klara Hammarström
Night,Kizunguzungu,SaRaha
Night,Never Let It Go,Afro-Dite
Night,Everyday,Mendez
Night,Just nu,Tomas Ledin
Night,My Number One,Helena Paparizou
Night,Eloise,Arvingarna
Night,Fyra Bugg & en Coca-Cola,Lotta Engberg
Night,Sean den förste Banan,Sean Banan
Night,Genom Eld & Vatten - Spotify Singles,estraden
Night,Guld och gröna skogar,Hasse Andersson
Night,Fuego,Eleni Foureira
Night,Manboy,Eric Saade
Night,Mer av dig,Theo
Night,Kom och ta mig,Brandsta City Släckers
Night,Alla flickor,Linda Bengtzing
Night,I'm Alive,Céline Dion
Night,Queen of the Night - Radio Edit,Whitney Houston
Night,Ghost,Justin Bieber
Night,Demons,Imagine Dragons
Night,Losing You - Spotify Singles,Gabry Ponte
Night,Det Vackraste,Cecilia Vennersten
Night,Släpp alla sorger,Nordman
Night,"Juni, Juli, Augusti",Gyllene Tider
Night,En kväll i juni,Danzbanderz
Night,Kom hem,Barbados
Night,Lovin On Me,Jack Harlow
Night,"yes, and?",Ariana Grande
Night,Igual Que Un Ángel (with Peso Pluma),Kali Uchis
Night,greedy,Tate McRae
Night,Infinity,Neolux
Night,5 SHOTS,Ringnes-Ronny
Night,Ride With Me,ADAAM
Night,Take A Bow,Rihanna
Night,Psycho (feat. Ty Dolla $ign),Post Malone
Night,God's Plan,Drake
Night,Freaky Friday (feat. Chris Brown),Lil Dicky
Morning,Jackie Chan,Tiësto
Morning,River (feat. Ed Sheeran),Eminem
Morning,Harder State Of Mind,D-Block & S-te-Fan
Morning,Love On Fire,D-Block & S-te-Fan
Morning,Diamond Hearts,D-Block & S-te-Fan
Morning,World Renowned,D-Block & S-te-Fan
Morning,Work Bitch,Britney Spears
Morning,I Will Always Love You,Whitney Houston
Morning,Run,Leona Lewis
Morning,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion
Morning,Don't Care,Refuzion
Morning,Låt Mig Va,Bolaget
Morning,Bring Me To Life,Da Tweekaz
Morning,Queen of Kings - Da Tweekaz x Tungevaag Remix,Alessandra
Morning,Crash & Burn,Tweekacore
Morning,Worth It.,RAYE
Morning,Murder On The Dancefloor - Sped Up Version,Sophie Ellis-Bextor
Morning,Wondering Why,The Red Clay Strays
Morning,"Think Of Me Once In A While, Take Care",Take Care
Morning,Baby By Me,50 Cent
Morning,Domino,Jessie J
Morning,Complicated,Avril Lavigne
Morning,If I Could Turn Back Time,Cher
Morning,TVÅ TJUGOR,ODZ
Morning,Annan modell,ODZ
Morning,Bram,ODZ
Morning,Dust To Dust,Constera
Morning,Demons,Imagine Dragons
Morning,Where You Are (Sávežan),Arc North
Morning,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM
Morning,RAMelia (Tribute To Amelia) [Mixed],RAM
Morning,Northern Star (Mixed),RAM
Morning,Man On The Run (Mixed),Dash Berlin
Morning,A Billion Stars Above (Mixed),RAM
Morning,Saving Light (Mixed),Gareth Emery
Morning,RAMexico (Mixed),RAM
Morning,Mad World,Timmy Trumpet
Morning,Det Vackraste,Cecilia Vennersten
Evening,Queen of the Night - Radio Edit,Whitney Houston
Afternoon,banyan tree - interlude,mgk
Afternoon,Family Reunion - Live/1999,blink-182
Afternoon,estella//,KennyHoopla
Afternoon,Wherever You Will Go,The Calling
Afternoon,Chasing Cars,Snow Patrol
Afternoon,Breathless,The Corrs
Afternoon,When You Say Nothing At All,Ronan Keating
Afternoon,Big Girls Don't Cry (Personal),Fergie
Afternoon,Goodbye My Lover,James Blunt
Afternoon,Hero,Enrique Iglesias
Afternoon,Everytime,Britney Spears
Afternoon,Apologize,OneRepublic
Afternoon,Fix You,Coldplay
Afternoon,A Thousand Miles,Vanessa Carlton
Afternoon,You're Beautiful,James Blunt
Afternoon,The Man Who Can't Be Moved,The Script
Afternoon,Shape of My Heart,Backstreet Boys
Afternoon,Love Story,Taylor Swift
Afternoon,I'm with You,Avril Lavigne
Afternoon,Halo,Beyoncé
Afternoon,You And Me,Lifehouse
Afternoon,If Tomorrow Never Comes,Ronan Keating
Afternoon,This Love,Maroon 5
Afternoon,I'm Yours,Jason Mraz
Afternoon,Beautiful Soul,Jesse McCartney
Afternoon,When I Look At You,Miley Cyrus
Afternoon,Unfaithful,Rihanna
Afternoon,Just the Way You Are,Bruno Mars
Afternoon,She Will Be Loved - Radio Mix,Maroon 5
Afternoon,Superman (It's Not Easy),Five For Fighting
Afternoon,Better in Time,Leona Lewis
Afternoon,Yellow,Coldplay
Afternoon,No Air (feat. Chris Brown),Jordin Sparks
Afternoon,Somewhere Only We Know,Keane
Afternoon,If You're Not The One,Daniel Bedingfield
Afternoon,Take A Bow,Rihanna
Afternoon,The Scientist,Coldplay
Afternoon,Anyone of Us (Stupid Mistake),Gareth Gates
Afternoon,Make You Feel My Love,Adele
Afternoon,Out Of Reach,GABRIELLE
Afternoon,Never Had A Dream Come True,S Club
Afternoon,Your Body Is a Wonderland,John Mayer
Afternoon,No One,Alicia Keys
Afternoon,No Promises,Shayne Ward
Afternoon,Won't Go Home Without You,Maroon 5
Afternoon,Home,Michael Bublé
Afternoon,Crush,David Archuleta
Afternoon,Somethin' Stupid,Robbie Williams
Afternoon,Hate That I Love You,Rihanna
Afternoon,All or Nothing,O-Town
Afternoon,You Give Me Something,James Morrison
Afternoon,Half of My Heart,John Mayer
Afternoon,This I Promise You,*NSYNC
Afternoon,Lucky,Jason Mraz
Afternoon,Because Of You,Ne-Yo
Afternoon,Thinking Of You,Katy Perry
Afternoon,Let Me Love You,Mario
Afternoon,Stickwitu,The Pussycat Dolls
Evening,Fiskarna i haven,Idde Schultz
Evening,Det hon vill ha,Christer Sandelin
Evening,"(Du är så) Yeah Yeah, Wow Wow",Martin
Evening,Himlen är oskyldigt blå,Ted Gärdestad
Evening,Fråga stjärnorna,Cajsa Stina Åkerström
Evening,Oslagbara!,Niklas Strömstedt
Evening,Hos dig är jag underbar,Patrik Isaksson
Evening,Dansar i månens sken,Suzzies Orkester
Evening,Gå & fiska!,Gyllene Tider
Evening,"Ljudet av ett annat hjärta - 7"" Single",Gyllene Tider
Evening,Live Forever,Magnus Carlsson
Evening,Bigger Than The Universe,Anders Bagge
Evening,1:a gången,Magnus Uggla
Evening,Det Vackraste,Cecilia Vennersten
Evening,Släpp alla sorger,Nordman
Evening,MB,Orup
Evening,En sten vid en sjö i en skog,Gyllene Tider
Evening,Regn hos mej,Orup
Evening,Alla flickor,Linda Bengtzing
Evening,Vem tänder stjärnorna,Eva Dahlgren
Evening,Not A Sinner Nor A Saint,Alcazar
Evening,Be mig,Nordman
Morning,Det hon vill ha,Christer Sandelin
Afternoon,Världen är din,Magnus Uggla
Afternoon,SOS,ABBA
Afternoon,The Silence,Frida Green
Afternoon,Sensuella Isabella,Tomas Ledin
Afternoon,Poison - Radio Edit,Groove Coverage
Afternoon,Truly Madly Deeply - Radio Edit,Cascada
Afternoon,From Paris to Berlin,Infernal
Afternoon,River Flows In You - Eric Chase Video Edit,Jasper Forks
Afternoon,Don't Stop,ATB
Afternoon,Eastside (with Halsey & Khalid),benny blanco
Afternoon,"thank u, next",Ariana Grande
Afternoon,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5
Afternoon,Let You Love Me,Rita Ora
Afternoon,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC
Evening,MMMBop,Hanson
Evening,It's Gonna Be Me,*NSYNC
Evening,Night Changes,One Direction
Evening,All Night,The Vamps
Evening,Boyfriend,Big Time Rush
Evening,Patience,Take That
Evening,Me And My Broken Heart,Rixton
Evening,Truly Madly Deeply,Savage Garden
Evening,Tonight Tonight,Hot Chelle Rae
Evening,Glad You Came,The Wanted
Evening,Youngblood,5 Seconds of Summer
Evening,Classic,MKTO
Evening,I Want It That Way,Backstreet Boys
Evening,Story of My Life,One Direction
Evening,To the Moon & Back,Savage Garden
Evening,Where Do You Go,No Mercy
Evening,Keep On Movin',Five
Evening,Back for Good - Radio Mix,Take That
Evening,All Rise,Blue
Evening,Best Song Ever,One Direction
Evening,Quit Playing Games (With My Heart),Backstreet Boys
Evening,Everybody Get Up - Radio Edit,Five
Evening,World of Our Own,Westlife
Evening,Burnin' Up,Jonas Brothers
Evening,What I Go To School For,Busted
Evening,Teeth,5 Seconds of Summer
Evening,Caught in the Middle,A1
Night,Step by Step,New Kids On The Block
Night,All About You,McFly
Night,Sucker,Jonas Brothers
Night,What Makes You Beautiful,One Direction
Night,Flying Without Wings,Westlife
Night,Relight My Fire (feat. Lulu),Take That
Night,All My Life,K-Ci & JoJo
Night,Take on Me,A1
Night,Five Colours In Her Hair,McFly
Night,End Of The Road,Boyz II Men
Night,Dynamite,BTS
Night,S.O.S.,Jonas Brothers
Night,Swear It Again - Radio Edit,Westlife
Night,One Love,Blue
Night,Never Forget - Single Version,Take That
Night,Pop,*NSYNC
Night,I'll Make Love To You,Boyz II Men
Night,Year 3000,Jonas Brothers
Night,Same Old Brand New You,A1
Night,Love Me For A Reason,Boyzone
Night,Fool Again,Westlife
Night,It's Alright - The Guvnor Mix,East 17
Night,8 Letters,Why Don't We
Night,Butter,BTS
Night,Everybody in Love,JLS
Night,Freak Me,Another Level
Night,Back Here,BBMAK
Night,Summer Girls,LFO
Night,House of Love,East 17
Night,Where's The Love,Hanson
Night,Cool,Jonas Brothers
Night,Beat Again - Radio Edit,JLS
Night,No One Compares To You,Jack & Jack
Night,I Do (Cherish You),98º
Night,All or Nothing,O-Town
Night,Like a Rose,A1
Night,Chloe (You're the One I Want),Emblem3
Night,MANIAC,Stray Kids
Night,I Wanna Sex You Up - Single Mix,Color Me Badd
Night,Hold On Me - Radio edit,PHIXX
Morning,Världen är din,Magnus Uggla
Afternoon,Hold On Me - Radio edit,PHIXX
Afternoon,Yeah! (feat. Lil Jon & Ludacris),USHER
Afternoon,Murder On The Dancefloor,Sophie Ellis-Bextor
Afternoon,Everytime We Touch,Cascada
Afternoon,U Remind Me,USHER
Afternoon,Break Your Heart,Taio Cruz
Afternoon,My Boo,USHER
Afternoon,Whataya Want from Me,Adam Lambert
Afternoon,Love in This Club (feat. Young Jeezy),USHER
Afternoon,So What,P!nk
Afternoon,U Got It Bad,USHER
Afternoon,Burn,USHER
Afternoon,Caught Up,USHER
Afternoon,OMG (feat. will.i.am),USHER
Afternoon,Trading Places,USHER
Afternoon,Sunborn - An Ember Dawn Mix,Neolux
Afternoon,Mad As Hell - Mix Cut,Chain Reaction
Evening,Ethnic Vibe - Original Edit,Blackjack
Evening,"yes, and?",Ariana Grande
Evening,Som isarna - När det blir vår,Orup
Evening,Dansa i neon,Lena Philipsson
Evening,Du kan lita på mej,Tomas Ledin
Evening,Hotta brudar,Magnus Uggla
Evening,Yeah! (feat. Lil Jon & Ludacris),USHER
Evening,U Remind Me,USHER
Evening,Played-A-Live (The Bongo Song) - Radio Edit,Safri Duo
Evening,Last Resort,Papa Roach
Evening,Chariot,Gavin DeGraw
Evening,Because of You,Kelly Clarkson
Evening,Call on Me - Radio Mix,Eric Prydz
Evening,If I Were a Boy,Beyoncé
Evening,Fireflies,Owl City
Evening,How You Remind Me,Nickelback
Evening,Dragostea din tei,O-Zone
Evening,Dancing in the Moonlight,Toploader
Evening,Sexy Bitch (feat. Akon),David Guetta
Evening,Love Song,Sara Bareilles
Evening,Wake Me up When September Ends,Green Day
Evening,How to Save a Life,The Fray
Morning,Dansa i neon,Lena Philipsson
Morning,Feeling This,blink-182
Afternoon,Teeny Weeny String Bikini,Günther
Afternoon,Heut' Ist Mein Tag - Radio Mix,Blümchen
Afternoon,Evighet,Carola
Afternoon,The King,The Playtones
Afternoon,Marching (In the Name of Love),Eric Saade
Afternoon,The Rhythm of the Night,Corona
Afternoon,I Love You,Céline Dion
Afternoon,Kom och rulla i mitt rullande hus,Lasse Stefanz
Afternoon,Kärlekens tunga,September
Evening,En apa som liknar dig,Darin
Evening,Sjumilakliv,Martin Stenmarck
Evening,Jag är en vampyr,Markus Krunegård
Evening,Serengeti - Arctic Moon Remix,RAM
Evening,Miss You - Album Mix,RAM
Evening,First Date,blink-182
Evening,Don't Let Me Get Me - Radio Edit,P!nk
Evening,Wherever You Will Go,The Calling
Evening,Break Your Heart,Taio Cruz
Evening,I'll Stand by You,Pretenders
Evening,Love in This Club (feat. Young Jeezy),USHER
Evening,Goodbye My Lover,James Blunt
Evening,Fix You,Coldplay
Evening,If We Ever Meet Again (Featuring Katy Perry),Timbaland
Evening,Who Knew - Edit,P!nk
Evening,Fire Burning,Sean Kingston
Evening,All The Things She Said,t.A.T.u.
Evening,When You Say Nothing At All,Ronan Keating
Evening,Numb,Linkin Park
Evening,American Idiot,Green Day
Evening,Sandstorm,Darude
Evening,L'Amour Toujours,Gigi D'Agostino
Evening,Hero,Enrique Iglesias
Evening,Left Outside Alone,Anastacia
Evening,Remember the Name (feat. Styles of Beyond),Fort Minor
Evening,Feeling This,blink-182
Evening,U Got It Bad,USHER
Evening,Everywhere,Michelle Branch
Evening,Whatcha Say,Jason Derulo
Evening,My Immortal,Evanescence
Evening,Numb / Encore,JAY-Z
Evening,I Believe in a Thing Called Love,The Darkness
Evening,Boulevard of Broken Dreams,Green Day
Evening,Hall of Fame (feat. will.i.am),The Script
Evening,Push The Button,Sugababes
Evening,Whataya Want from Me,Adam Lambert
Evening,Please Don't Leave Me,P!nk
Evening,Girlfriend,Avril Lavigne
Evening,Where Is The Love?,Black Eyed Peas
Evening,Bad Boys (feat. Flo Rida),Alexandra Burke
Evening,Chasing Cars,Snow Patrol
Evening,My Boo,USHER
Evening,Best of You,Foo Fighters
Evening,Freestyler,Bomfunk MC's
Evening,I'm with You,Avril Lavigne
Evening,Fight For This Love,Cheryl
Evening,Bring Me To Life,Evanescence
Evening,Bleeding Love,Leona Lewis
Evening,The Tide Is High - Radio Mix,Atomic Kitten
Evening,The Reason,Hoobastank
Evening,Last Friday Night (T.G.I.F.),Katy Perry
Evening,This Is The Life,Amy Macdonald
Evening,Use Somebody,Kings of Leon
Evening,Umbrella,Rihanna
Evening,Bulletproof,La Roux
Evening,I Write Sins Not Tragedies,Panic! At The Disco
Night,Party In The U.S.A.,Miley Cyrus
Night,So What,P!nk
Night,Sexy Bitch (feat. Akon),David Guetta
Night,Bad Romance,Lady Gaga
Night,Fix You,Coldplay
Night,"Hey, Soul Sister",Train
Night,Kryptonite,3 Doors Down
Night,Fire Burning,Sean Kingston
Night,The Middle,Jimmy Eat World
Night,I Gotta Feeling,Black Eyed Peas
Night,I Don't Want to Be,Gavin DeGraw
Night,You Found Me,The Fray
Night,All Rise,Blue
Night,Do You Know? (The Ping Pong Song),Enrique Iglesias
Night,Hey There Delilah,Plain White T's
Night,Halo,Beyoncé
Night,If We Ever Meet Again (Featuring Katy Perry),Timbaland
Night,L'Amour Toujours,Gigi D'Agostino
Night,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project
Night,Feel,Robbie Williams
Night,Disturbia,Rihanna
Night,Live Your Life,T.I.
Night,I Kissed A Girl,Katy Perry
Night,Thnks fr th Mmrs,Fall Out Boy
Night,Murder On The Dancefloor,Sophie Ellis-Bextor
Night,Hung Up,Madonna
Night,Dragostea din tei,O-Zone
Night,Don't Let Me Get Me - Radio Edit,P!nk
Night,Sober,P!nk
Evening,Here Without You,3 Doors Down
Evening,We Are Never Ever Getting Back Together,Taylor Swift
Evening,Fuck You,Lily Allen
Evening,I Kissed A Girl,Katy Perry
Evening,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project
Evening,Disturbia,Rihanna
Evening,Everytime,Britney Spears
Evening,Elevate,HUTS
Evening,Coming Home (feat. John Martin) - Vintage Culture Remix,ARTBAT
Evening,Soothing Tension,Passenger 10
Evening,Down Low (College Session),Addy & C2
Evening,El Mariachi,Henry Neeson
Evening,Sunborn - An Ember Dawn Mix,Neolux
Evening,Where The Beats... - Remastered,Scooter
Evening,When I Come Around,Green Day
Evening,"Calleth You, Cometh I",The Ark
Evening,Boten Anna - Radio edit,Basshunter
Evening,Which Light Switch Is Which?,Scooter
Evening,Release Me,Agnes
Evening,Shooting Stars (Move It To The Left),Scooter
Evening,For Those About To Rave (with Timmy Trumpet) - LUNAX Remix,Scooter
Evening,Friends Turbo,Scooter
Evening,Mary Got No Lamb,Scooter
Evening,The Sound Above My Hair,Scooter
Evening,Rave Teacher (Somebody Like Me),Scooter
Evening,My Gabber,Scooter
Evening,J'adore Hardcore,Scooter
Evening,Aiii Shot The DJ,Scooter
Evening,Neverending Story,Scooter
Evening,4 AM,Scooter
Evening,Nessaja,Scooter
Evening,How Much Is The Fish?,Scooter
Evening,Hyper Hyper,Scooter
Evening,Tell Me Why - Radio Edit,Supermode
Evening,Pon de Replay,Rihanna
Evening,Fire,Scooter
Evening,Country Roads (Radio Version),Hermes House Band
Evening,Adagio For Strings,Tiësto
Evening,Boom Boom Pow,Black Eyed Peas
Evening,From Paris to Berlin,Infernal
Evening,Low (feat. T-Pain),Flo Rida
Evening,Stamp On The Ground,ItaloBrothers
Evening,Weekend!,Scooter
Evening,Save Tonight,Eagle-Eye Cherry
Evening,Drops of Jupiter (Tell Me),Train
Evening,Hold My Hand,Lady Gaga
Evening,Something Just Like This,The Chainsmokers
Evening,Someone To You,BANNERS
Evening,A Thousand Miles,Vanessa Carlton
Evening,Fight Song,Rachel Platten
Evening,Paradise,Coldplay
Evening,What About Us,P!nk
Evening,Best Day Of My Life,American Authors
Evening,Chandelier,Sia
Evening,Say Something,A Great Big World
Evening,Issues,Julia Michaels
Evening,Shallow - Radio Edit,Lady Gaga
Night,She Will Be Loved - Radio Mix,Maroon 5
Night,Be Alright,Dean Lewis
Night,I'm Yours,Jason Mraz
Night,Hold My Hand,Lady Gaga
Night,Something Just Like This,The Chainsmokers
Night,A Thousand Miles,Vanessa Carlton
Night,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding
Night,Say Something,A Great Big World
Night,Issues,Julia Michaels
Night,Shallow - Radio Edit,Lady Gaga
Night,Marry You,Bruno Mars
Night,Fast Car,Luke Combs
Night,Du ringde från Flen,Grönwalls
Night,Det regnar och regnar,Lasse Stefanz
Night,Jajamen,Rolandz
Night,Lycka till med nästa kille (Sandy),Flamingokvintetten
Night,Jag gör som jag vill,Lotta Engberg
Night,Sweet Kissin' in the Moonlight,Thorleifs
Night,Varje gång jag ser dig,Fernandoz
Night,Cannibals,BlackJack
Night,Peppelinos bar,Lasse Stefanz
Night,Fröken kärlek,Christina Lindbergs
Night,Det måste gå att dansa till,Larz-Kristerz
Night,"Blå, blå ögon",Wahlströms
Night,En blå sommardag,Charlotte Nilsson
Night,Varje litet ögonkast,Grönwalls
Night,De sista ljuva åren,Lasse Stefanz
Night,Jag ska måla hela världen lilla mamma,Flamingokvintetten
Night,"Aj, aj jag gillar dej",Anders Engbergs
Night,Leende guldbruna ögon,Vikingarna
Night,Aj aj aj,Schytts
Night,Ge mig ditt namn ge mig ditt nummer,Perikles
Night,För det här är bara början,Elisa's
Night,Två mörka ögon,Sven-Ingvars
Night,Hon är sexton år idag,Flamingokvintetten
Night,Djingis Khan - Svensk version,Vikingarna
Night,Huaröd,Lasse Stefanz
Night,Tusen och en natt,Charlotte Perrelli
Night,Johanna,Arvingarna
Night,Jag trodde änglarna fanns,Ole Ivars
Night,Var ska vi sova inatt,Perikles
Night,Dra dit pepparn växer,Casanovas
Night,Du kan alltid lita på pojkarna över 35,Mats Rådberg
Night,Du försvann som en vind,Lasse Stefanz
Night,En timme för sent,Kikki Danielsson
Night,Pojkarna i poolen,Barbados
Night,Torparrock,Sven-Ingvars
Night,Adress Rosenhill,Stefan Borsch
Night,Fröken Fräken,Scotts
Night,Inget lockar mig som du,Barbados
Night,Det flammar till,Sannex
Night,Sista dansen,BlackJack
Night,"Jag vill vara din, Margareta",Sten & Stanley
Night,Fuldans,Rolandz
Night,Papaya Coconut,Kikki Danielsson
Night,Baby Doll - Single Version,Top Cats
Night,Vad har du under blusen Rut,Streaplers
Night,I Do,Arvingarna
Night,Carina,Larz-Kristerz
Night,Raka rör (Och ös till bäng),Thorleifs
Evening,Electric,Melody Club
Evening,Kom igen Lena!,Håkan Hellström
Evening,Cry for You,September
Evening,Cobrastyle (feat. Mad Cobra),Teddybears
Evening,Kärleken väntar,kent
Evening,Hurtful,Erik Hassle
