time_of_day,track_name,artist_name,bpm
Evening,Ralf,Björn Rosenström,Medium
Evening,Min Sista Snus,Michael Nyberg,Medium
Evening,Semester,Arvingarna,Medium
Evening,Invandrarkiss,Thomas Järvheden,Medium
Evening,Nu kommer aldrig tillbaka - Radio Edit,Regenholz & Portnoff,Medium
Evening,Ghost Stories,D-Block & S-te-Fan,High
Evening,World Renowned,D-Block & S-te-Fan,High
Evening,Louder - Original Edit,D-Block & S-te-Fan,Medium
Morning,Kung av sand,Gyllene Tider,Medium
Morning,Oslagbara!,Niklas Strömstedt,Medium
Morning,Stockholm,Orup,Medium
Morning,Pengar,Maskinen,Medium
Morning,Here Without You,3 Doors Down,Medium
Morning,Over You,Daughtry,Medium
Morning,Let Her Go,Passenger,Medium
Morning,Bleed It Out,Linkin Park,Medium
Morning,Pompeii,Bastille,Low
Morning,Bigger Than The Universe,Anders Bagge,Medium
Afternoon,Bigger Than The Universe,Anders Bagge,Medium
Afternoon,Flyg Fula Fluga Flyg,Hanna Ferm,Medium
Afternoon,Eld & lågor,Victor Leksell,Medium
Evening,The King,Timmy Trumpet,High
Evening,Underwater Love - LA Vision Remix,Alok,Medium
Evening,JUMPIN - Timmy Trumpet Remix,Pitbull,Medium
Morning,I'm Alive,Céline Dion,Low
Morning,Right In Front of You,Céline Dion,Medium
Morning,"Rain, Tax (It's Inevitable)",Céline Dion,Medium
Morning,Have You Ever Been In Love,Céline Dion,Low
Afternoon,Ghost On The Dance Floor,blink-182,Medium
Afternoon,Dead!,My Chemical Romance,Medium
Afternoon,I'd Do Anything,Simple Plan,Medium
Afternoon,50/50,JulleMeck,Low
Afternoon,Right In Front of You,Céline Dion,Medium
Afternoon,We Are The World,U.S.A. For Africa,High
Morning,Ghost On The Dance Floor,blink-182,Medium
Morning,Håll mitt hjärta hårt,Patrik Isaksson,Medium
Morning,En sten vid en sjö i en skog,Gyllene Tider,Medium
Morning,Satellit,Ted Gärdestad,Medium
Morning,Fiskarna i haven,Idde Schultz,Medium
Afternoon,För mycket text (i refrängen),Martin Masarov,Medium
Afternoon,Tårarna i halsen,Tjuvjakt,Medium
Afternoon,Only You,Zara Larsson,Low
Afternoon,Den som e den,Molly Sandén,Medium
Afternoon,Goliat,Laleh,Medium
Evening,Human,The Killers,High
Evening,All My Life,K-Ci & JoJo,Low
Evening,Fallen Angel,TIX,Medium
Evening,Runaway (U & I),Galantis,Medium
Morning,Stay Together For The Kids,blink-182,Medium
Morning,Know Your Enemy,Green Day,Medium
Morning,all I know (feat. Trippie Redd),mgk,Medium
Afternoon,all I know (feat. Trippie Redd),mgk,Medium
Evening,Megamix,Alice Deejay,Medium
Afternoon,Can't Stop,Red Hot Chili Peppers,Low
Afternoon,Northern Star (Mixed),RAM,Medium
Afternoon,Saving Light (Mixed),Gareth Emery,Medium
Afternoon,RAMexico (Mixed),RAM,Medium
Afternoon,A Billion Stars Above (Mixed),RAM,Medium
Afternoon,Man On The Run (Mixed),Dash Berlin,Medium
Afternoon,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM,Medium
Afternoon,For The One You Love (Mixed),Roger Shah,Medium
Afternoon,RAMelia (Tribute To Amelia) [Mixed],RAM,Medium
Afternoon,Northern Star,RAM,Medium
Afternoon,RAMexico,RAM,Medium
Afternoon,A Billion Stars Above,RAM,Medium
Afternoon,Man On The Run,Dash Berlin,High
Afternoon,RAMsterdam - Jorn van Deynhoven Remix,RAM,Medium
Afternoon,For The One You Love,Roger Shah,Medium
Afternoon,RAMelia (Tribute To Amelia),RAM,Medium
Afternoon,Dansar i månens sken,Suzzies Orkester,Medium
Afternoon,Av längtan till dig,Åsa Jinder,Medium
Afternoon,Regn hos mej,Orup,Medium
Afternoon,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,Medium
Afternoon,redrum,21 Savage,Medium
Afternoon,7 Billion Hearts (ASOT 956),Abstract Vision,Medium
Afternoon,I Wouldn't Mind,He Is We,Medium
Afternoon,Argos,Eximinds,High
Afternoon,Sorry (Mixed),Simon Patterson,Medium
Afternoon,Thirty Three South (Mixed),Protoculture,Medium
Afternoon,"Accidentally In Love - From ""Shrek 2"" Soundtrack",Counting Crows,Medium
Afternoon,FATALITY,Kordhell,Medium
Afternoon,Darkness Took You Home,Silencee,Medium
Afternoon,Invincible,Neolux,Medium
Afternoon,LIGHTS,HARDSTYLE CVNT,Medium
Afternoon,Call Me,plenka,Medium
Afternoon,I WONT GIVE UP - HARDSTYLE,Mirin Brah,Medium
Afternoon,Show Them Why You're Better,Rais Shaikh,Medium
Afternoon,I NEED A DOCTOR - Hardstyle,Enmity,Medium
Afternoon,FEEL NOTHING,ANIZYZ,Medium
Afternoon,Under Pressure,Darrell Story,Medium
Afternoon,Right Now,One Direction,Medium
Afternoon,Steal My Girl,One Direction,High
Afternoon,Perfect,One Direction,Medium
Afternoon,18,One Direction,Medium
Afternoon,Say She Luv Me,Chief Keef,Medium
Afternoon,Dumbledore's Farewell,Nicholas Hooper,Medium
Afternoon,Final Frontier,Thomas Bergersen,Medium
Afternoon,Dust To Dust,Constera,Low
Evening,Sparks,MEDUZA,Medium
Evening,Lightning - Ghost Rider & Ranji Remix Extended,Stonefox,Medium
Evening,Two Hundred (Stay With Me),Jeremy Vancaulart,Medium
Evening,My Mother Told Me,Dimatik,Medium
Evening,Velocity,Neolux,Low
Evening,Dust To Dust,Constera,Low
Evening,You Are The Universe (Part One),Neolux,Medium
Evening,Old Twitch,Constera,Medium
Evening,Dark Room,Marie Vaunt,Medium
Evening,Hyperdrive,NIVIRO,Medium
Evening,Somebody That You Loved,Good Intention,Medium
Evening,WKND,Griffon,Medium
Evening,Northern Star (Mixed),RAM,Medium
Evening,Saving Light (Mixed),Gareth Emery,Medium
Evening,RAMexico (Mixed),RAM,Medium
Evening,A Billion Stars Above (Mixed),RAM,Medium
Evening,Man On The Run (Mixed),Dash Berlin,Medium
Evening,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM,Medium
Evening,For The One You Love (Mixed),Roger Shah,Medium
Evening,RAMelia (Tribute To Amelia) [Mixed],RAM,Medium
Evening,Arthur's Theme (Best That You Can Do),Christopher Cross,Medium
Evening,Nothing's Gonna Change My Love for You,George Benson,Medium
Evening,Baby Can I Hold You,Tracy Chapman,Low
Evening,Right Here Waiting,Richard Marx,Low
Evening,Lost in Your Eyes,Debbie Gibson,High
Evening,The Power of Love,Jennifer Rush,Medium
Evening,Northern Star,RAM,Medium
Evening,Saving Light,Gareth Emery,Medium
Evening,RAMexico,RAM,Medium
Evening,A Billion Stars Above,RAM,Medium
Evening,Man On The Run,Dash Berlin,High
Evening,RAMsterdam - Jorn van Deynhoven Remix,RAM,Medium
Evening,For The One You Love,Roger Shah,Medium
Evening,RAMelia (Tribute To Amelia),RAM,Medium
Night,Dust To Dust,Constera,Low
Night,Sk8er Boi,Avril Lavigne,High
Night,Fat Lip,Sum 41,Low
Night,Ghost On The Dance Floor,blink-182,Medium
Night,Sweet Caroline,Dimitri Vegas & Like Mike,Medium
Night,Forever,EXO,Medium
Morning,In Your Eyes,The Weeknd,Medium
Morning,Faith,The Weeknd,High
Afternoon,STAY (with Justin Bieber),The Kid LAROI,Medium
Afternoon,Issues,Julia Michaels,Medium
Afternoon,Runaway (U & I),Galantis,Medium
Afternoon,God Save The Rave,Scooter,Medium
Afternoon,How Much Is The Fish?,Scooter,Medium
Afternoon,One (Always Hardcore),Scooter,Medium
Afternoon,Hyper Hyper,Scooter,High
Afternoon,My Gabber,Scooter,Medium
Afternoon,Rave & Shout,Scooter,Medium
Afternoon,FCK 2020,Scooter,Medium
Afternoon,C'est bleu - Remastered,Scooter,Medium
Afternoon,Constellations,Scooter,Low
Afternoon,Groundhog Day,Scooter,High
Afternoon,Do Not Sit If You Can Dance,Scooter,Medium
Afternoon,Rave Witchers,FiNCH,Medium
Afternoon,Where The Beats... - Remastered,Scooter,Medium
Afternoon,Maria (I Like It Loud),Scooter,High
Afternoon,Berliner Luft,Scooter,Medium
Afternoon,Oi,Scooter,Medium
Afternoon,Bassdrum,Scooter,Medium
Afternoon,For Those About To Rave (with Timmy Trumpet) - LUNAX Remix,Scooter,Medium
Afternoon,Nessaja,Scooter,High
Afternoon,Techno Is Back,Scooter,Medium
Afternoon,Ti Sento,Scooter,Medium
Afternoon,Posse (I Need You On The Floor),Scooter,Medium
Afternoon,Weekend!,Scooter,Medium
Afternoon,Jumping All Over The World,Scooter,Medium
Afternoon,4 AM,Scooter,Medium
Afternoon,J'adore Hardcore,Scooter,Medium
Afternoon,Bora! Bora! Bora!,Scooter,Medium
Afternoon,Rave Teacher (Somebody Like Me),Scooter,Medium
Evening,Bada nakna,Samir & Viktor,Medium
Evening,Tattoo,Loreen,Medium
Evening,Baby Goodbye,E.M.D.,Low
Evening,Amazing,Danny Saucedo,Medium
Evening,The Worrying Kind,The Ark,Medium
Evening,La Dolce Vita,After Dark,Medium
Evening,Växeln hallå,Janne Lucas,Medium
Evening,Mamma Mia - Radio Version,A*Teens,Medium
Evening,Floorfiller,A*Teens,Medium
Evening,Jalla dansa sawa,Behrang Miri,Medium
Evening,Fångad av en stormvind - Swedish Version,Carola,Medium
Evening,Satellit,Ted Gärdestad,Medium
Evening,Run To The Hills,Klara Hammarström,Low
Evening,Voices,Tusse,High
Evening,Lay Your Love On Me,BWO,Medium
Afternoon,Upside Down,A*Teens,Medium
Afternoon,Blame It On The Disco,Alcazar,Medium
Afternoon,Lay Your Love On Me,BWO,Medium
Afternoon,Cara mia,Måns Zelmerlöw,Medium
Afternoon,The Worrying Kind,The Ark,Medium
Afternoon,Främling,Carola,Medium
Afternoon,Guld och gröna skogar,Hasse Andersson,Medium
Afternoon,Tusen och en natt,Charlotte Perrelli,Medium
Afternoon,Voices,Tusse,High
Afternoon,Satellit,Ted Gärdestad,Medium
Afternoon,Amazing,Danny Saucedo,Medium
Afternoon,Hero,Charlotte Perrelli,Medium
Afternoon,Busy Doin' Nothin',Ace Wilder,Medium
Afternoon,La Det Swinge,Bobbysocks,Medium
Afternoon,Run To The Hills,Klara Hammarström,Low
Afternoon,Tattoo,Loreen,Medium
Afternoon,Jalla dansa sawa,Behrang Miri,Medium
Afternoon,Håll om mig,Nanne,Medium
Afternoon,You,Robin Stjernberg,High
Afternoon,Det gör ont,Lena Philipsson,Medium
Afternoon,Hold Me Closer,Cornelia Jakobs,Medium
Afternoon,Manboy,Eric Saade,Medium
Afternoon,Air,Marcus & Martinus,High
Afternoon,Kizunguzungu,SaRaha,Medium
Afternoon,Popular,Eric Saade,Low
Afternoon,Alla flickor,Linda Bengtzing,Medium
Afternoon,Växeln hallå,Janne Lucas,Medium
Afternoon,Bada nakna,Samir & Viktor,Medium
Afternoon,Floorfiller,A*Teens,Medium
Afternoon,Kom och ta mig,Brandsta City Släckers,Medium
Afternoon,Begging,Anton Ewald,Medium
Afternoon,La Dolce Vita,After Dark,Medium
Afternoon,Shout It Out,David Lindgren,High
Afternoon,Let Your Spirit Fly,Jan Johansen,Medium
Afternoon,Euphoria - Single Version,Loreen,Medium
Afternoon,Kom,Timoteij,Medium
Afternoon,Mamma Mia - Radio Version,A*Teens,Medium
Evening,I Will Follow You into the Dark,Death Cab for Cutie,High
Evening,90-talet,WAHL,Medium
Evening,Hold Me Closer,Cornelia Jakobs,Medium
Evening,Anropar försvunnen,Hanna Hedlund,Medium
Evening,Crazy in Love,Jill Johnson,Medium
Evening,Temple of Love - Radio Edit,BWO,Medium
Evening,"Ring, Ring - Swedish Version",ABBA,Medium
Evening,Begging,Anton Ewald,Medium
Evening,Sean den förste Banan,Sean Banan,Medium
Evening,In The Club,Danny Saucedo,Medium
Evening,Upside Down,A*Teens,Medium
Evening,Oh My God!,The Moniker,Medium
Evening,Kom och ta mig,Brandsta City Släckers,Medium
Evening,Shout It Out,David Lindgren,High
Evening,Uptown Girl,Billy Joel,Medium
Evening,Never Say Goodbye,Bon Jovi,Medium
Evening,Hard to Say I'm Sorry - 2007 Remaster,Chicago,Medium
Evening,"Baby, Come To Me",Patti Austin,Medium
Evening,Hello,Lionel Richie,Medium
Evening,Tonight I Celebrate My Love,Peabo Bryson,Medium
Night,Turn Back The Clock,Johnny Hates Jazz,Medium
Night,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,Medium
Night,What A Feeling,Irene Cara,Medium
Night,Woman - Remastered 2010,John Lennon,Medium
Night,Saving All My Love for You,Whitney Houston,Medium
Night,Arthur's Theme (Best That You Can Do),Christopher Cross,Medium
Night,You Win Again,Bee Gees,Medium
Night,One More Night - 2016 Remaster,Phil Collins,Medium
Night,Your Love Is King,Sade,Medium
Night,Eternal Flame,The Bangles,Medium
Night,True - Single Edit,Spandau Ballet,Medium
Night,Love Will Lead You Back,Taylor Dayne,High
Night,Baby Can I Hold You,Tracy Chapman,Low
Afternoon,Not A Sinner Nor A Saint,Alcazar,Medium
Afternoon,Everyday,Mendez,Low
Afternoon,Bra vibrationer,Kikki Danielsson,Medium
Afternoon,Genom Eld & Vatten - Spotify Singles,estraden,Medium
Afternoon,Fångad av en stormvind - Swedish Version,Carola,Medium
Afternoon,Vi kan gunga,Jimmy Jansson,Medium
Afternoon,Sean den förste Banan,Sean Banan,Medium
Afternoon,Crazy in Love,Jill Johnson,Medium
Afternoon,"Ring, Ring - Swedish Version",ABBA,Medium
Afternoon,Habibi,Dolly Style,Medium
Afternoon,Copacabanana,Sean Banan,Medium
Afternoon,Oh My God!,The Moniker,Medium
Afternoon,Move (Ensam) - Spotify Singles,B.Baby,Medium
Evening,La Det Swinge,Bobbysocks,Medium
Evening,Vem e som oss,Anis Don Demina,Medium
Evening,Evighet,Carola,Medium
Evening,Sing for Me,Andreas Johnson,Medium
Evening,Now I Know,Tennessee Tears,High
Evening,On My Way,Panetoz,Medium
Evening,Fuego,Eleni Foureira,Medium
Evening,Give Me Your Love,Fame,High
Morning,Kom hit om du törs,Anita Lindblom,Medium
Morning,Basket Case,Green Day,Medium
Afternoon,Basket Case,Green Day,Medium
Evening,Just nu,Tomas Ledin,Medium
Evening,Move (Ensam) - Spotify Singles,B.Baby,Medium
Evening,Everyday,Mendez,Low
Evening,My Number One,Helena Paparizou,Low
Evening,Bailá Bailá,Alvaro Estrella,Medium
Evening,Sun Is Shining,Axwell /\ Ingrosso,Low
Evening,Levels - Radio Edit,Avicii,Medium
Night,Dancing Feet (feat. DNCE),Kygo,Medium
Night,Tricky Tricky,W&W,Medium
Morning,En dag,Tommy Nilsson,Medium
Afternoon,En dag,Tommy Nilsson,Medium
Afternoon,When I Come Around,Green Day,Medium
Afternoon,Love It When You Hate Me (feat. blackbear),Avril Lavigne,Medium
Afternoon,jawbreaker,mgk,Medium
Afternoon,Fuego,Eleni Foureira,Medium
Evening,My Way,Tone Sekelius,Medium
Evening,Right Here Right Now (My Heart Belongs to You),Agnes,Medium
Evening,Jag vill om du vågar,Pernilla Wahlgren,Medium
Night,RAMelia (Tribute To Amelia) [Mixed],RAM,Medium
Night,Northern Star,RAM,Medium
Night,Saving Light,Gareth Emery,Medium
Night,Northern Star (Mixed),RAM,Medium
Night,Saving Light (Mixed),Gareth Emery,Medium
Night,RAMexico (Mixed),RAM,Medium
Night,A Billion Stars Above (Mixed),RAM,Medium
Night,Man On The Run (Mixed),Dash Berlin,Medium
Night,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM,Medium
Night,For The One You Love (Mixed),Roger Shah,Medium
Night,Live Forever,Magnus Carlsson,Medium
Night,Sing for Me,Andreas Johnson,Medium
Night,Shout It Out,David Lindgren,High
Night,La Det Swinge,Bobbysocks,Medium
Night,Bra vibrationer,Kikki Danielsson,Medium
Night,I Can´t Go On,Robin Bengtsson,Medium
Night,Now I Know,Tennessee Tears,High
Night,You,Robin Stjernberg,High
Night,Run To The Hills,Klara Hammarström,Low
Night,Kizunguzungu,SaRaha,Medium
Night,Never Let It Go,Afro-Dite,High
Night,Everyday,Mendez,Low
Night,Just nu,Tomas Ledin,Medium
Night,My Number One,Helena Paparizou,Low
Night,Eloise,Arvingarna,Low
Night,Fyra Bugg & en Coca-Cola,Lotta Engberg,Medium
Night,Sean den förste Banan,Sean Banan,Medium
Night,Genom Eld & Vatten - Spotify Singles,estraden,Medium
Night,Guld och gröna skogar,Hasse Andersson,Medium
Night,Fuego,Eleni Foureira,Medium
Night,Manboy,Eric Saade,Medium
Night,Mer av dig,Theo,Medium
Night,Kom och ta mig,Brandsta City Släckers,Medium
Night,Alla flickor,Linda Bengtzing,Medium
Night,I'm Alive,Céline Dion,Low
Night,Queen of the Night - Radio Edit,Whitney Houston,Medium
Night,Ghost,Justin Bieber,High
Night,Demons,Imagine Dragons,Medium
Night,Losing You - Spotify Singles,Gabry Ponte,Medium
Night,Det Vackraste,Cecilia Vennersten,Medium
Night,Släpp alla sorger,Nordman,Medium
Night,"Juni, Juli, Augusti",Gyllene Tider,Medium
Night,En kväll i juni,Danzbanderz,Medium
Night,Kom hem,Barbados,Medium
Night,Lovin On Me,Jack Harlow,Medium
Night,"yes, and?",Ariana Grande,Medium
Night,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,Medium
Night,greedy,Tate McRae,Medium
Night,Infinity,Neolux,Low
Night,5 SHOTS,Ringnes-Ronny,Medium
Night,Ride With Me,ADAAM,High
Night,Take A Bow,Rihanna,Low
Night,Psycho (feat. Ty Dolla $ign),Post Malone,High
Night,God's Plan,Drake,Low
Night,Freaky Friday (feat. Chris Brown),Lil Dicky,Medium
Morning,Jackie Chan,Tiësto,Low
Morning,River (feat. Ed Sheeran),Eminem,Medium
Morning,Harder State Of Mind,D-Block & S-te-Fan,Medium
Morning,Love On Fire,D-Block & S-te-Fan,Medium
Morning,Diamond Hearts,D-Block & S-te-Fan,Medium
Morning,World Renowned,D-Block & S-te-Fan,High
Morning,Work Bitch,Britney Spears,Medium
Morning,I Will Always Love You,Whitney Houston,Medium
Morning,Run,Leona Lewis,High
Morning,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Medium
Morning,Don't Care,Refuzion,Low
Morning,Låt Mig Va,Bolaget,Medium
Morning,Bring Me To Life,Da Tweekaz,High
Morning,Queen of Kings - Da Tweekaz x Tungevaag Remix,Alessandra,Medium
Morning,Crash & Burn,Tweekacore,Low
Morning,Worth It.,RAYE,Medium
Morning,Murder On The Dancefloor - Sped Up Version,Sophie Ellis-Bextor,Medium
Morning,Wondering Why,The Red Clay Strays,High
Morning,"Think Of Me Once In A While, Take Care",Take Care,Medium
Morning,Baby By Me,50 Cent,Medium
Morning,Domino,Jessie J,Medium
Morning,Complicated,Avril Lavigne,Low
Morning,If I Could Turn Back Time,Cher,Medium
Morning,TVÅ TJUGOR,ODZ,Medium
Morning,Annan modell,ODZ,Medium
Morning,Bram,ODZ,Medium
Morning,Dust To Dust,Constera,Low
Morning,Demons,Imagine Dragons,Medium
Morning,Where You Are (Sávežan),Arc North,Medium
Morning,RAMsterdam (Mixed) - Jorn Van Deynhoven Remix,RAM,Medium
Morning,RAMelia (Tribute To Amelia) [Mixed],RAM,Medium
Morning,Northern Star (Mixed),RAM,Medium
Morning,Man On The Run (Mixed),Dash Berlin,Medium
Morning,A Billion Stars Above (Mixed),RAM,Medium
Morning,Saving Light (Mixed),Gareth Emery,Medium
Morning,RAMexico (Mixed),RAM,Medium
Morning,Mad World,Timmy Trumpet,Medium
Morning,Det Vackraste,Cecilia Vennersten,Medium
Evening,Queen of the Night - Radio Edit,Whitney Houston,Medium
Afternoon,banyan tree - interlude,mgk,Medium
Afternoon,Family Reunion - Live/1999,blink-182,Medium
Afternoon,estella//,KennyHoopla,Medium
Afternoon,Wherever You Will Go,The Calling,Medium
Afternoon,Chasing Cars,Snow Patrol,Medium
Afternoon,Breathless,The Corrs,Medium
Afternoon,When You Say Nothing At All,Ronan Keating,Low
Afternoon,Big Girls Don't Cry (Personal),Fergie,Medium
Afternoon,Goodbye My Lover,James Blunt,Medium
Afternoon,Hero,Enrique Iglesias,Medium
Afternoon,Everytime,Britney Spears,High
Afternoon,Apologize,OneRepublic,Medium
Afternoon,Fix You,Coldplay,High
Afternoon,A Thousand Miles,Vanessa Carlton,High
Afternoon,You're Beautiful,James Blunt,Medium
Afternoon,The Man Who Can't Be Moved,The Script,Medium
Afternoon,Shape of My Heart,Backstreet Boys,Low
Afternoon,Love Story,Taylor Swift,Medium
Afternoon,I'm with You,Avril Lavigne,Medium
Afternoon,Halo,Beyoncé,Medium
Afternoon,You And Me,Lifehouse,High
Afternoon,If Tomorrow Never Comes,Ronan Keating,High
Afternoon,This Love,Maroon 5,Medium
Afternoon,I'm Yours,Jason Mraz,Medium
Afternoon,Beautiful Soul,Jesse McCartney,Low
Afternoon,When I Look At You,Miley Cyrus,Medium
Afternoon,Unfaithful,Rihanna,Medium
Afternoon,Just the Way You Are,Bruno Mars,Low
Afternoon,She Will Be Loved - Radio Mix,Maroon 5,Medium
Afternoon,Superman (It's Not Easy),Five For Fighting,Medium
Afternoon,Better in Time,Leona Lewis,Low
Afternoon,Yellow,Coldplay,Medium
Afternoon,No Air (feat. Chris Brown),Jordin Sparks,Medium
Afternoon,Somewhere Only We Know,Keane,High
Afternoon,If You're Not The One,Daniel Bedingfield,Low
Afternoon,Take A Bow,Rihanna,Low
Afternoon,The Scientist,Coldplay,Low
Afternoon,Anyone of Us (Stupid Mistake),Gareth Gates,Medium
Afternoon,Make You Feel My Love,Adele,High
Afternoon,Out Of Reach,GABRIELLE,Medium
Afternoon,Never Had A Dream Come True,S Club,Medium
Afternoon,Your Body Is a Wonderland,John Mayer,Medium
Afternoon,No One,Alicia Keys,Medium
Afternoon,No Promises,Shayne Ward,Low
Afternoon,Won't Go Home Without You,Maroon 5,High
Afternoon,Home,Michael Bublé,High
Afternoon,Crush,David Archuleta,Medium
Afternoon,Somethin' Stupid,Robbie Williams,Medium
Afternoon,Hate That I Love You,Rihanna,Medium
Afternoon,All or Nothing,O-Town,Medium
Afternoon,You Give Me Something,James Morrison,Medium
Afternoon,Half of My Heart,John Mayer,High
Afternoon,This I Promise You,*NSYNC,High
Afternoon,Lucky,Jason Mraz,Low
Afternoon,Because Of You,Ne-Yo,Medium
Afternoon,Thinking Of You,Katy Perry,High
Afternoon,Let Me Love You,Mario,Low
Afternoon,Stickwitu,The Pussycat Dolls,Medium
Evening,Fiskarna i haven,Idde Schultz,Medium
Evening,Det hon vill ha,Christer Sandelin,Medium
Evening,"(Du är så) Yeah Yeah, Wow Wow",Martin,Medium
Evening,Himlen är oskyldigt blå,Ted Gärdestad,Medium
Evening,Fråga stjärnorna,Cajsa Stina Åkerström,Medium
Evening,Oslagbara!,Niklas Strömstedt,Medium
Evening,Hos dig är jag underbar,Patrik Isaksson,Medium
Evening,Dansar i månens sken,Suzzies Orkester,Medium
Evening,Gå & fiska!,Gyllene Tider,Medium
Evening,"Ljudet av ett annat hjärta - 7"" Single",Gyllene Tider,Medium
Evening,Live Forever,Magnus Carlsson,Medium
Evening,Bigger Than The Universe,Anders Bagge,Medium
Evening,1:a gången,Magnus Uggla,Medium
Evening,Det Vackraste,Cecilia Vennersten,Medium
Evening,Släpp alla sorger,Nordman,Medium
Evening,MB,Orup,Medium
Evening,En sten vid en sjö i en skog,Gyllene Tider,Medium
Evening,Regn hos mej,Orup,Medium
Evening,Alla flickor,Linda Bengtzing,Medium
Evening,Vem tänder stjärnorna,Eva Dahlgren,Medium
Evening,Not A Sinner Nor A Saint,Alcazar,Medium
Evening,Be mig,Nordman,Medium
Morning,Det hon vill ha,Christer Sandelin,Medium
Afternoon,Världen är din,Magnus Uggla,Medium
Afternoon,SOS,ABBA,Medium
Afternoon,The Silence,Frida Green,Medium
Afternoon,Sensuella Isabella,Tomas Ledin,Medium
Afternoon,Poison - Radio Edit,Groove Coverage,Medium
Afternoon,Truly Madly Deeply - Radio Edit,Cascada,Medium
Afternoon,From Paris to Berlin,Infernal,Medium
Afternoon,River Flows In You - Eric Chase Video Edit,Jasper Forks,Medium
Afternoon,Don't Stop,ATB,High
Afternoon,Eastside (with Halsey & Khalid),benny blanco,Medium
Afternoon,"thank u, next",Ariana Grande,Medium
Afternoon,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Medium
Afternoon,Let You Love Me,Rita Ora,Medium
Afternoon,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,Medium
Evening,MMMBop,Hanson,Medium
Evening,It's Gonna Be Me,*NSYNC,High
Evening,Night Changes,One Direction,Medium
Evening,All Night,The Vamps,High
Evening,Boyfriend,Big Time Rush,Medium
Evening,Patience,Take That,Medium
Evening,Me And My Broken Heart,Rixton,Medium
Evening,Truly Madly Deeply,Savage Garden,High
Evening,Tonight Tonight,Hot Chelle Rae,High
Evening,Glad You Came,The Wanted,Medium
Evening,Youngblood,5 Seconds of Summer,Medium
Evening,Classic,MKTO,High
Evening,I Want It That Way,Backstreet Boys,Medium
Evening,Story of My Life,One Direction,Medium
Evening,To the Moon & Back,Savage Garden,Medium
Evening,Where Do You Go,No Mercy,Medium
Evening,Keep On Movin',Five,Medium
Evening,Back for Good - Radio Mix,Take That,Medium
Evening,All Rise,Blue,Medium
Evening,Best Song Ever,One Direction,Medium
Evening,Quit Playing Games (With My Heart),Backstreet Boys,Medium
Evening,Everybody Get Up - Radio Edit,Five,Medium
Evening,World of Our Own,Westlife,Medium
Evening,Burnin' Up,Jonas Brothers,Medium
Evening,What I Go To School For,Busted,Medium
Evening,Teeth,5 Seconds of Summer,Medium
Evening,Caught in the Middle,A1,Medium
Night,Step by Step,New Kids On The Block,Medium
Night,All About You,McFly,High
Night,Sucker,Jonas Brothers,High
Night,What Makes You Beautiful,One Direction,Medium
Night,Flying Without Wings,Westlife,Low
Night,Relight My Fire (feat. Lulu),Take That,Medium
Night,All My Life,K-Ci & JoJo,Low
Night,Take on Me,A1,Medium
Night,Five Colours In Her Hair,McFly,Medium
Night,End Of The Road,Boyz II Men,Low
Night,Dynamite,BTS,Medium
Night,S.O.S.,Jonas Brothers,High
Night,Swear It Again - Radio Edit,Westlife,Medium
Night,One Love,Blue,Medium
Night,Never Forget - Single Version,Take That,Medium
Night,Pop,*NSYNC,Medium
Night,I'll Make Love To You,Boyz II Men,Medium
Night,Year 3000,Jonas Brothers,Medium
Night,Same Old Brand New You,A1,Medium
Night,Love Me For A Reason,Boyzone,Medium
Night,Fool Again,Westlife,Low
Night,It's Alright - The Guvnor Mix,East 17,Medium
Night,8 Letters,Why Don't We,Low
Night,Butter,BTS,Medium
Night,Everybody in Love,JLS,Medium
Night,Freak Me,Another Level,Medium
Night,Back Here,BBMAK,Medium
Night,Summer Girls,LFO,Medium
Night,House of Love,East 17,High
Night,Where's The Love,Hanson,Medium
Night,Cool,Jonas Brothers,High
Night,Beat Again - Radio Edit,JLS,Medium
Night,No One Compares To You,Jack & Jack,Medium
Night,I Do (Cherish You),98º,Medium
Night,All or Nothing,O-Town,Medium
Night,Like a Rose,A1,Medium
Night,Chloe (You're the One I Want),Emblem3,Medium
Night,MANIAC,Stray Kids,Medium
Night,I Wanna Sex You Up - Single Mix,Color Me Badd,Medium
Night,Hold On Me - Radio edit,PHIXX,Medium
Morning,Världen är din,Magnus Uggla,Medium
Afternoon,Hold On Me - Radio edit,PHIXX,Medium
Afternoon,Yeah! (feat. Lil Jon & Ludacris),USHER,Medium
Afternoon,Murder On The Dancefloor,Sophie Ellis-Bextor,Medium
Afternoon,Everytime We Touch,Cascada,High
Afternoon,U Remind Me,USHER,Medium
Afternoon,Break Your Heart,Taio Cruz,Medium
Afternoon,My Boo,USHER,Medium
Afternoon,Whataya Want from Me,Adam Lambert,High
Afternoon,Love in This Club (feat. Young Jeezy),USHER,Medium
Afternoon,So What,P!nk,Medium
