time_of_day,track_name,artist_name
Night,Parasit,Stiftelsen
Night,Vilsen,Stiftelsen
Night,Darling,Stiftelsen
Night,När du går,Stiftelsen
Night,Kropp utan ande,Stiftelsen
Night,Hur vi måste vara,Stiftelsen
Morning,En vampyr har alltid fest,Stiftelsen
Morning,My Love,Westlife
Afternoon,Love Changes (Everything),Climie Fisher
Afternoon,Ta dig hem,Stiftelsen
Afternoon,Hon finns överallt,Stiftelsen
Afternoon,När du går,Stiftelsen
Afternoon,"Jag lovar (svårmod, jalusi & kärlek, Vol. 1)",Stiftelsen
Afternoon,Canelloni Macaroni,Lasse Holm
Afternoon,Like A Prayer,Jay Smith
Afternoon,Come Give Me Love,Ted Gärdestad
Afternoon,Där jag hänger min hatt,Norlie & KKV
Afternoon,Efterfest,Magnus Uggla
Afternoon,Strövtåg i hembygden,Mando Diao
Afternoon,Där palmerna bor,Medina
Afternoon,Dover Calais,Freestyle
Afternoon,"Ljudet av ett annat hjärta - 7"" Single",Gyllene Tider
Afternoon,Utan dina andetag,kent
Evening,Håll om mej!,Stiftelsen
Evening,Utan dina andetag,kent
Evening,Leave Before You Love Me (with Jonas Brothers),Marshmello
Morning,Burnin' Up,Jonas Brothers
Morning,All Night Long (All Night) - Single Version,Lionel Richie
Morning,I Need Your Love (feat. Ellie Goulding),Calvin Harris
Morning,Herz an Herz,Blümchen
Morning,Does Your Mother Know,ABBA
Morning,Om du lämnade mig nu,Lars Winnerbäck
Morning,Curly Sue,Takida
Morning,Ingen annan rör mig som du,Norlie & KKV
Morning,Allt som jag känner,Tone Norum
Morning,Maraton (feat. Eah Jé),Miss Li
Morning,Johnny the Rocker,Magnus Uggla
Afternoon,Johnny the Rocker,Magnus Uggla
Afternoon,Nu får du gå hem,Stiftelsen
Afternoon,Look Who's Laughing Now,Benjamin Ingrosso
Afternoon,Oro istället för kraft,Stiftelsen
Afternoon,In the Shadows,The Rasmus
Afternoon,Sk8er Boi,Avril Lavigne
Afternoon,If Only You,Danny Saucedo
Afternoon,Raise Your Glass,P!nk
Afternoon,Somewhere In Between,Lifehouse
Afternoon,Summer Of '69,Bryan Adams
Afternoon,Heaven Is A Place On Earth,Belinda Carlisle
Afternoon,Total Eclipse of the Heart,Bonnie Tyler
Afternoon,Copacabana (At the Copa),Barry Manilow
Afternoon,Save Tonight,Eagle-Eye Cherry
Afternoon,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA
Afternoon,50 Ways to Say Goodbye,Train
Afternoon,Unwritten,Natasha Bedingfield
Afternoon,Don't Stop Believin',Journey
Afternoon,It's All Coming Back to Me Now,Céline Dion
Afternoon,I Don't Want to Be,Gavin DeGraw
Afternoon,Shut Up and Dance,WALK THE MOON
Afternoon,Since U Been Gone,Kelly Clarkson
Afternoon,Complicated,Avril Lavigne
Afternoon,How to Save a Life,The Fray
Afternoon,How You Remind Me,Nickelback
Afternoon,Drops of Jupiter (Tell Me),Train
Afternoon,Torn,Natalie Imbruglia
Afternoon,Believe,Cher
Afternoon,All The Small Things,blink-182
Afternoon,Everytime We Touch,Cascada
Afternoon,I Want It That Way,Backstreet Boys
Afternoon,Rockstar - 2020 Remaster,Nickelback
Afternoon,She's so High,Tal Bachman
Afternoon,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf
Afternoon,"Hey, Soul Sister",Train
Afternoon,Truly Madly Deeply,Savage Garden
Afternoon,Just Dance,Lady Gaga
Afternoon,About You Now,Sugababes
Afternoon,Livin' On A Prayer,Bon Jovi
Afternoon,I'm Gonna Be (500 Miles),The Proclaimers
Afternoon,Better Off Alone,Alice Deejay
Afternoon,Release Me,Agnes
Afternoon,I Kissed A Girl,Katy Perry
Afternoon,Human,The Killers
Afternoon,Hung Up,Madonna
Afternoon,Boten Anna - Radio edit,Basshunter
Afternoon,TiK ToK,Kesha
Evening,"Boom, Boom, Boom, Boom!!",Vengaboys
Evening,Sexy Bitch (feat. Akon),David Guetta
Evening,"Whenever, Wherever",Shakira
Evening,Heaven,DJ Sammy
Evening,All The Things She Said,t.A.T.u.
Evening,Right Round,Flo Rida
Evening,I Gotta Feeling,Black Eyed Peas
Evening,Hot N Cold,Katy Perry
Evening,All or Nothing,O-Town
Evening,Quit Playing Games (With My Heart),Backstreet Boys
Evening,All Out of Love (feat. Delta Goodrem),Westlife
Evening,A Little Braver,New Empire
Evening,Sorry Seems To Be The Hardest Word,Blue
Evening,You & I,One Direction
Evening,I Do (Cherish You),98º
Evening,Tearin' up My Heart - Radio Edit,*NSYNC
Morning,Eternal Flame,The Bangles
Morning,How Am I Supposed to Live Without You,Michael Bolton
Morning,Tearin' up My Heart - Radio Edit,*NSYNC
Morning,Baby Can I Hold You,Tracy Chapman
Morning,Sacrifice,Elton John
Morning,If I Could Turn Back Time,Cher
Morning,All or Nothing,O-Town
Morning,I Can Dream About You,Dan Hartman
Morning,One Thing,One Direction
Morning,Patience,Take That
Morning,Mandy,Westlife
Morning,I Do (Cherish You),98º
Morning,Fool Again,Westlife
Morning,A Thousand Miles,Vanessa Carlton
Morning,No Matter What,Boyzone
Morning,Sorry Seems To Be The Hardest Word,Blue
Morning,Show Me the Meaning of Being Lonely,Backstreet Boys
Morning,Sometimes,Britney Spears
Morning,When You Say Nothing At All,Ronan Keating
Morning,Truly Madly Deeply,Savage Garden
Morning,It's Gonna Be Me,*NSYNC
Morning,Love You Goodbye,One Direction
Afternoon,Love You Goodbye,One Direction
Afternoon,Sorry Seems To Be The Hardest Word,Blue
Afternoon,Patience,Take That
Afternoon,Everybody Get Up - Radio Edit,Five
Afternoon,Bye Bye Bye,*NSYNC
Afternoon,I Swear,All-4-One
Afternoon,A Little Braver,New Empire
Afternoon,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J
Afternoon,All or Nothing,O-Town
Evening,Flying Without Wings,Westlife
Evening,Chemical,Post Malone
Evening,I Want It That Way,Backstreet Boys
Evening,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Evening,I WONT GIVE UP - HARDSTYLE,D6VIL
Evening,I Had Some Help (Feat. Morgan Wallen),Post Malone
Evening,Pour Me A Drink (Feat. Blake Shelton),Post Malone
Evening,Fast Car,Luke Combs
Morning,Nervous - Acoustic,Gavin James
Morning,Only You,Yazoo
Morning,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Morning,I'll Make Love To You,Boyz II Men
Morning,Lost Boy,Ruth B.
Morning,U Make Me Wanna,Blue
Morning,You Raise Me Up,Westlife
Morning,What A Feeling,Irene Cara
Afternoon,What A Feeling,Irene Cara
Afternoon,Every Breath You Take,The Police
Afternoon,Friday I'm In Love,The Cure
Afternoon,Wonderwall - Remastered,Oasis
Afternoon,1979 - Remastered 2012,The Smashing Pumpkins
Afternoon,I Know,Dionne Farris
Afternoon,Thank You,Dido
Afternoon,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Afternoon,TURPENTINE,blink-182
Afternoon,Desert Queen,Adam Beyer
Afternoon,Circles,Post Malone
Afternoon,SEE YOU,blink-182
Afternoon,Yours,Post Malone
Afternoon,Be Alright,Dean Lewis
Afternoon,I WONT GIVE UP - HARDSTYLE,D6VIL
Afternoon,Guy For That (Feat. Luke Combs),Post Malone
Afternoon,I NEED A DOCTOR - Hardstyle,Enmity
Afternoon,Leave Before You Love Me (with Jonas Brothers),Marshmello
Afternoon,Pour Me A Drink (Feat. Blake Shelton),Post Malone
Evening,Tetris (Radio Version),2PM
Evening,City Boy,Donkeyboy
Evening,Bored to Death,blink-182
Evening,Forget Me,Lewis Capaldi
Evening,Ohio Is For Lovers,Hawthorne Heights
Evening,Any Kind Of Life,Lewis Capaldi
Evening,Rave Into Space,Sub Zero Project
Evening,How To Save A Life (feat. loafers & The High),Timmy Trumpet
Morning,Black Skinhead,Kanye West
Morning,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Morning,Guy For That (Feat. Luke Combs),Post Malone
Morning,Pour Me A Drink (Feat. Blake Shelton),Post Malone
Morning,Over You,Daughtry
Morning,Houdini,Eminem
Morning,Last Night,Morgan Wallen
Morning,Be Alright,Dean Lewis
Morning,Yours,Post Malone
Evening,Yours,Post Malone
Evening,Herz an Herz,Blümchen
Evening,I NEED A DOCTOR - Hardstyle,Enmity
Evening,LIGHTS,HARDSTYLE CVNT
Evening,SEE YOU,blink-182
Evening,Over You,Daughtry
Evening,Sonne,Rammstein
Evening,Circles,Post Malone
Evening,TURPENTINE,blink-182
Evening,Liar,Jelly Roll
Evening,Jungle,Alok
Evening,The Emptiness Machine,Linkin Park
Evening,Wherever You Will Go,The Calling
Evening,Houdini,Eminem
Evening,2 Become 1,Spice Girls
Evening,FEEL NOTHING,ANIZYZ
Evening,DANCE WITH ME,blink-182
Evening,Be Alright,Dean Lewis
Evening,Guy For That (Feat. Luke Combs),Post Malone
Evening,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Evening,Desert Queen,Adam Beyer
Evening,A Bar Song (Tipsy),Shaboozey
Evening,APT.,ROSÉ
Afternoon,24 timmar,Magnus Uggla
Afternoon,Moth To A Flame (with The Weeknd),Swedish House Mafia
Afternoon,My Hero,Foo Fighters
Afternoon,Joey Killer,Magnus Uggla
Afternoon,My Enemy,CHVRCHES
Afternoon,Maddafakka,Frej Larsson
Afternoon,Cruel Summer,Taylor Swift
Afternoon,Fernando,ABBA
Afternoon,Kung för en dag,Magnus Uggla
Afternoon,Ska vi gå hem till dig,Magnus Uggla
Afternoon,Born to Run,Bruce Springsteen
Afternoon,Mama,My Chemical Romance
Afternoon,Heaven/Hell - Hansa Session,CHVRCHES
Afternoon,Death Stranding,CHVRCHES
Afternoon,"Knowing Me, Knowing You",ABBA
Afternoon,Disenchanted,My Chemical Romance
Afternoon,Someone You Loved,Lewis Capaldi
Afternoon,Pärlor åt svin,Magnus Uggla
Afternoon,Gråzon,Hov1
Afternoon,Famous Last Words,My Chemical Romance
Afternoon,Does Your Mother Know,ABBA
Afternoon,An Angel's Love,Alex M.O.R.P.H.
Afternoon,Ghost,Justin Bieber
Afternoon,Stan e mörk,Hov1
Afternoon,Ge ge ge,Magnus Uggla
Afternoon,Jag vill inte tillbaks,Magnus Uggla
Afternoon,Enchanted (Taylor's Version),Taylor Swift
Afternoon,Higher Love,Kygo
Afternoon,Slipping Through My Fingers,ABBA
Evening,Vem kan man lita på,Magnus Uggla
Evening,Hallå,Magnus Uggla
Evening,Dum-dum,Magnus Uggla
Evening,P-F,Magnus Uggla
Evening,Min mor sa till mej,Orup
Evening,Hotta brudar,Magnus Uggla
Evening,Hotel Walls,Smith & Thell
Evening,Hon dansar vidare i livet,Hov1
Evening,Cruel Summer,Taylor Swift
Evening,The World Is Ugly,My Chemical Romance
Evening,Untitled (How Could This Happen to Me?),Simple Plan
Evening,Grät,Hov1
Evening,Pari,Hov1
Evening,Raggarna,Magnus Uggla
Evening,Fernando,ABBA
Evening,Blood - End Credits,My Chemical Romance
Evening,Jag skiter,Magnus Uggla
Evening,Lola Montez,Volbeat
Evening,Min bättre hälft,Magnus Uggla
Evening,Stockholm,Orup
Evening,Född i juni,Hov1
Evening,Unknown Track,Unknown Artist
Evening,Torn,Natalie Imbruglia
Evening,All Rise,Blue
Evening,Larger Than Life,Backstreet Boys
Evening,FF,kent
Evening,II MOST WANTED,Beyoncé
Evening,Från och med Du,Oskar Linnros
Evening,we can't be friends (wait for your love),Ariana Grande
Evening,End of Beginning,Djo
Evening,Beautiful Things,Benson Boone
Evening,Too Sweet,Hozier
Evening,Jag ljuger så bra,Linda Bengtzing
Evening,Det gör ont,Lena Philipsson
Evening,"Calleth You, Cometh I",The Ark
Night,Unknown Track,Unknown Artist
Night,DotA - Radio Edit,Basshunter
Night,Kryptonite,3 Doors Down
Night,Becoming Insane,Infected Mushroom
Night,Moth To A Flame (with The Weeknd),Swedish House Mafia
Night,Dust To Dust,Constera
Night,Blow Ya Mind,Timmy Trumpet
Night,The King,The Playtones
Night,Evighet,Carola
Night,När kallt möter kallt,Stiftelsen
Night,Midsommarnatt,El Papi
Night,Teeny Weeny String Bikini,Günther
Night,Boys Will Be Boys,Dua Lipa
Night,Dance The Night - From Barbie The Album,Dua Lipa
Night,Last Dance,Dua Lipa
Night,Hotter Than Hell,Dua Lipa
Night,Houdini,Dua Lipa
Night,Sing It With Me,JP Cooper
Night,Shivers,Ed Sheeran
Night,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift
Night,Some Say,Nea
Night,How Will I Know,Whitney Houston
Night,She Will Be Loved - Radio Mix,Maroon 5
Night,Just Give Me a Reason (feat. Nate Ruess),P!nk
Night,Big Girls Don't Cry (Personal),Fergie
Night,Because of You,Kelly Clarkson
Night,I Won't Give Up,Jason Mraz
Night,She Likes a Boy,Nxdia
Night,FTCU,Nicki Minaj
Night,Jag orkar inte mer,Markoolio
Night,"(Du är så) Yeah Yeah, Wow Wow",Martin
Night,Sommaren i City,Angel
Night,Hon gör allt för att göra mig lycklig,Tomas Ledin
Night,Jag råkade sälja min bästa vän,Emil Assergård
Night,In,Simple Plan
Night,Young Blood,The Naked And Famous
Night,Welcome to My Life,Simple Plan
Night,Grow Up,Simple Plan
Night,Perfect,Simple Plan
Night,Singing in the Rain,Simple Plan
Night,Ocean Avenue,Yellowcard
Night,All The Small Things,blink-182
Night,My Own Worst Enemy,Lit
Night,The Kids Aren't Alright,The Offspring
Night,The Adventure,Angels & Airwaves
Night,Johanna,Arvingarna
Night,Varje gång jag ser dig,Fernandoz
Night,Grand Hotel,Barbados
Night,Du ringde från Flen,Grönwalls
Night,"Blå, blå ögon",Wahlströms
Morning,Unknown Track,Unknown Artist
Morning,Torn,Natalie Imbruglia
Afternoon,All Rise,Blue
Afternoon,Larger Than Life,Backstreet Boys
Afternoon,FF,kent
Afternoon,Från och med Du,Oskar Linnros
Afternoon,II MOST WANTED,Beyoncé
Afternoon,Too Sweet,Hozier
Afternoon,Beautiful Things,Benson Boone
Afternoon,we can't be friends (wait for your love),Ariana Grande
Afternoon,End of Beginning,Djo
Afternoon,Jag ljuger så bra,Linda Bengtzing
Afternoon,Det gör ont,Lena Philipsson
Afternoon,"Calleth You, Cometh I",The Ark
Afternoon,Grät,Hov1
Afternoon,DotA - Radio Edit,Basshunter
Afternoon,Kryptonite,3 Doors Down
Afternoon,Becoming Insane,Infected Mushroom
Afternoon,Dust To Dust,Constera
Afternoon,Blow Ya Mind,Timmy Trumpet
Afternoon,The King,The Playtones
Afternoon,När kallt möter kallt,Stiftelsen
Afternoon,Midsommarnatt,El Papi
Afternoon,Runaway Train,Soul Asylum
Morning,Granit och morän,Lars Winnerbäck
Morning,Hello Radio,Aden Foyer
Morning,Runaway Train,Soul Asylum
Morning,Sometime To Return,Soul Asylum
Morning,Grät,Hov1
Morning,Super Trouper,ABBA
Morning,Lay All Your Love On Me,ABBA
Morning,Whole Again,Atomic Kitten
Morning,Värsta grymma tjejen,Magnus Uggla
Morning,Kill 'Em with the Love,Galantis
Morning,We Sink,CHVRCHES
Morning,Säg Mig Var Du Står,Carola
Morning,My Hero,Foo Fighters
Morning,Astrologen,Magnus Uggla
Morning,Gloria,Laura Branigan
Morning,For Evigt,Volbeat
Morning,Water,Galantis
Morning,Less Than Zero,The Weeknd
Morning,Lola Montez,Volbeat
Afternoon,Only You,Zara Larsson
Afternoon,I Wish - Radio Edit,Skee-Lo
Afternoon,Out Of Time,Bradley Cooper
Afternoon,Music To My Eyes,Lady Gaga
Afternoon,UNCOMPLICATED,RØRY
Afternoon,Project X,Timmy Trumpet
Afternoon,Someone,Jubël
Afternoon,Don't Start Now,Dua Lipa
Afternoon,Lambada,Hr. Troels
Afternoon,DANCE,CLMD
Afternoon,I Don't Know Why,NOTD
Afternoon,Dance With My Father,Céline Dion
Afternoon,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion
Afternoon,J'irai où tu iras (with Jean-Jacques Goldman),Céline Dion
Afternoon,The Power of Love,Céline Dion
Afternoon,For Evigt,Volbeat
Afternoon,Sex on Fire,Kings of Leon
Afternoon,bloody valentine,mgk
Afternoon,My Immortal,Evanescence
Afternoon,Helena,My Chemical Romance
Afternoon,Pärlor,kent
Evening,Jag kommer,Veronica Maggio
Evening,Lemonade,Y4ska
Evening,Bærum Bitches (Mannschaft),Søte og Rare Gutter
Evening,Inga änglar (Na na na),A36
Evening,you were there for me,Henry Moodie
Afternoon,Dance The Night - From Barbie The Album,Dua Lipa
Afternoon,Love Story,Taylor Swift
Afternoon,Man On The Run,Dash Berlin
Afternoon,Northern Star (Mixed),RAM
Afternoon,Paparazzi,Lady Gaga
Afternoon,greedy,Tate McRae
Afternoon,A New Day Has Come - Radio Remix,Céline Dion
Afternoon,1-800-273-8255,Logic
Afternoon,Silence,Marshmello
Afternoon,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding
Afternoon,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
Afternoon,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled
Afternoon,The Great Escape,BOYS LIKE GIRLS
Afternoon,Queen of My Heart - Radio Edit,Westlife
Afternoon,Wide Awake,Katy Perry
Afternoon,MakeDamnSure,Taking Back Sunday
Afternoon,The Motto,Tiësto
Afternoon,Wicked Game - Acoustic; Live,Stone Sour
Afternoon,The Sound of Silence,Disturbed
Afternoon,House of The Rising Sun,Five Finger Death Punch
Afternoon,Word Up!,Korn
Afternoon,So Far Away,Avenged Sevenfold
Afternoon,ONE MORE TIME,blink-182
Afternoon,Man Overboard,blink-182
Afternoon,Josie,blink-182
Afternoon,Brohemian Rhapsody,blink-182
Afternoon,FELL IN LOVE,blink-182
Afternoon,I'm Alive,Céline Dion
Morning,Blood - End Credits,My Chemical Romance
Morning,Goliat,Laleh
Morning,Jag vill inte gå hit,Magnus Uggla
Morning,OMG,Hov1
Morning,Vem kan man lita på,Magnus Uggla
Morning,Utan dig,Magnus Uggla
Morning,In My Head,Galantis
Morning,Helena,My Chemical Romance
Morning,I Don't Love You,My Chemical Romance
Morning,Regn hos mej,Orup
Morning,Blinding Lights,The Weeknd
Morning,Ghost,Justin Bieber
Morning,An Angel's Love,Alex M.O.R.P.H.
Morning,SOS,ABBA
Morning,The Sharpest Lives,My Chemical Romance
Morning,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer
Morning,Pari,Hov1
Morning,Vild & skild,Magnus Uggla
Morning,Varit kär,Magnus Uggla
Morning,Double Trouble - Film Version,Will Ferrell
Morning,Still - Recorded at Spotify Studios Stockholm,Hov1
Morning,Get Out,CHVRCHES
Morning,I'm Not Okay (I Promise),My Chemical Romance
Morning,Teenagers,My Chemical Romance
Morning,"I Do, I Do, I Do, I Do, I Do",ABBA
Morning,My Enemy,CHVRCHES
Morning,Jånni Balle,Magnus Uggla
Morning,Leave A Trace,CHVRCHES
Morning,The Mother We Share,CHVRCHES
Morning,Waterloo,ABBA
Morning,I Live For That Energy (ASOT 800 Anthem),Armin van Buuren
Morning,bloody valentine,mgk
Morning,Mitt liv?,Magnus Uggla
Morning,"Louder, Harder, Better",Galantis
Morning,Hotel Walls,Smith & Thell
Afternoon,Hotel Walls,Smith & Thell
Evening,Jag och min far,Magnus Uggla
Evening,Goliat,Laleh
Evening,24 timmar,Magnus Uggla
Evening,Pärlor åt svin,Magnus Uggla
Evening,The Winner Takes It All,ABBA
Evening,Din mamma,Hov1
Evening,Firebird,Galantis
Evening,Asfaltbarn,Magnus Uggla
Evening,Utan dig,Magnus Uggla
Evening,Angeleyes,ABBA
Evening,Always,Gavin James
Evening,Maddafakka,Frej Larsson
Evening,Baby Boom,Magnus Uggla
Evening,Lion Of Love,Erik Mjönes
Evening,Alone Again,The Weeknd
Evening,SING,My Chemical Romance
Evening,Dancing Queen,ABBA
Evening,OMG,Hov1
Evening,Jag mår illa,Magnus Uggla
Evening,Gold Dust,Galantis
Evening,Glittrar,Magnus Uggla
Evening,Ja just du ska vara gla,Magnus Uggla
Evening,Säg Mig Var Du Står,Carola
Evening,Gloria,Laura Branigan
Evening,Runaway Train,Soul Asylum
Night,Runaway Train,Soul Asylum
Morning,Cruel Summer,Taylor Swift
Morning,Enchanted (Taylor's Version),Taylor Swift
Morning,Jungleland,Bruce Springsteen
Morning,Born to Run,Bruce Springsteen
Morning,Any Kind Of Life,Lewis Capaldi
Morning,Haven't You Ever Been In Love Before?,Lewis Capaldi
Morning,Heavenly Kind Of State Of Mind,Lewis Capaldi
Afternoon,Wish You The Best,Lewis Capaldi
Afternoon,Forget Me,Lewis Capaldi
Afternoon,acting like that (feat. Machine Gun Kelly),YUNGBLUD
Afternoon,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd
Afternoon,Less Than Zero,The Weeknd
Afternoon,maybe (feat. Bring Me The Horizon),mgk
Afternoon,Alone Again,The Weeknd
Afternoon,nothing inside (feat. iann dior),mgk
Afternoon,Lola Montez,Volbeat
Afternoon,emo girl (feat. WILLOW),mgk
Afternoon,Kill All Your Friends,My Chemical Romance
Afternoon,I Live For That Energy (ASOT 800 Anthem),Armin van Buuren
Afternoon,Break My Heart,Dua Lipa
Afternoon,Physical,Dua Lipa
Afternoon,Forever - Separate But Together,CHVRCHES
Afternoon,Save Your Tears,The Weeknd
Afternoon,lonely,mgk
Afternoon,Säg Mig Var Du Står,Carola
Evening,Faith,The Weeknd
Evening,Jungleland,Bruce Springsteen
